x1,x2,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,y
140000.0,0,33,0.0,0.0,0.0,0.0,0.0,0.0,128213.0,133080.0,136412.0,136481.0,135012.0,133324.0,7000.0,7000.0,7000.0,5500.0,6000.0,4624.0,0
120000.0,1,37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,776.0,1616.0,776.0,776.0,776.0,776.0,1616.0,776.0,776.0,776.0,776.0,776.0,1
290000.0,0,35,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,184910.0,118701.0,97606.0,76053.0,53994.0,31812.0,4166.0,3400.0,2588.0,1696.0,1113.0,1647.0,1
50000.0,1,22,2.0,2.0,0.0,0.0,0.0,0.0,50345.0,49245.0,50061.0,37766.0,29433.0,27537.0,0.0,1728.0,1730.0,1015.0,1000.0,1001.0,1
30000.0,0,55,2.0,2.0,7.0,7.0,7.0,7.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,0.0,0.0,0.0,0.0,0.0,0.0,1
290000.0,1,30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1312.0,1312.0,1311.0,1486.0,1488.0,1650.0,1318.0,1317.0,1493.0,1495.0,1657.0,35267.0,1
110000.0,1,45,0.0,0.0,0.0,0.0,0.0,-1.0,21842.0,15843.0,10466.0,3537.0,1378.0,316.0,3000.0,2007.0,1000.0,0.0,316.0,825.0,0
440000.0,1,49,0.0,0.0,0.0,0.0,0.0,0.0,386288.0,367400.0,347445.0,354373.0,307773.0,293357.0,14453.0,12611.0,13022.0,10572.0,10270.0,10722.0,0
40000.0,1,25,0.0,0.0,0.0,0.0,0.0,0.0,26133.0,26896.0,27961.0,28995.0,29612.0,30434.0,1500.0,1500.0,1500.0,1100.0,1300.0,1200.0,1
50000.0,0,58,0.0,0.0,0.0,0.0,0.0,0.0,46190.0,44450.0,50266.0,19729.0,20149.0,19593.0,2000.0,20266.0,1300.0,700.0,700.0,700.0,0
310000.0,1,27,0.0,0.0,0.0,0.0,0.0,0.0,60692.0,63668.0,68612.0,73441.0,123966.0,127957.0,4000.0,6000.0,6000.0,52000.0,6000.0,5500.0,0
80000.0,0,27,2.0,0.0,0.0,0.0,0.0,0.0,62824.0,63883.0,57722.0,116742.0,72204.0,79105.0,2178.0,2674.0,2200.0,14710.0,8000.0,3005.0,1
210000.0,1,29,0.0,0.0,0.0,0.0,0.0,0.0,3675.0,4460.0,5542.0,15378.0,18106.0,18804.0,1082.0,1164.0,10000.0,3000.0,1000.0,1000.0,0
240000.0,1,39,0.0,0.0,0.0,0.0,0.0,0.0,171907.0,171394.0,68907.0,70164.0,70672.0,69581.0,7200.0,3000.0,3000.0,2509.0,3000.0,2500.0,0
400000.0,1,46,0.0,-1.0,2.0,-1.0,0.0,0.0,2030.0,10520.0,6073.0,8591.0,6611.0,17080.0,10540.0,18.0,8591.0,0.0,10990.0,0.0,1
280000.0,0,37,0.0,0.0,0.0,0.0,0.0,0.0,251486.0,245307.0,218043.0,196016.0,195307.0,168946.0,9352.0,8077.0,7171.0,8014.0,6235.0,4445.0,0
30000.0,1,35,2.0,2.0,2.0,2.0,2.0,2.0,27160.0,26444.0,28694.0,27936.0,29930.0,29302.0,0.0,3000.0,0.0,2600.0,0.0,1600.0,1
70000.0,0,31,0.0,0.0,0.0,0.0,2.0,0.0,46079.0,47232.0,48618.0,51134.0,50222.0,48874.0,2200.0,2500.0,3600.0,0.0,1754.0,1892.0,1
350000.0,1,37,0.0,0.0,0.0,0.0,0.0,0.0,336061.0,343205.0,351794.0,357090.0,342253.0,276516.0,12701.0,14100.0,12109.0,11482.0,11841.0,115165.0,0
30000.0,1,26,2.0,2.0,2.0,2.0,0.0,0.0,30028.0,26208.0,28804.0,22335.0,17448.0,17448.0,0.0,3400.0,0.0,0.0,0.0,0.0,1
20000.0,1,22,-1.0,-1.0,2.0,0.0,0.0,-1.0,631.0,1170.0,780.0,390.0,0.0,780.0,1800.0,0.0,0.0,0.0,2000.0,0.0,1
320000.0,1,27,2.0,0.0,0.0,0.0,0.0,2.0,253197.0,258621.0,262825.0,268326.0,284625.0,290787.0,11000.0,10000.0,9876.0,20900.0,11000.0,0.0,1
80000.0,1,26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,390.0,390.0,390.0,0.0,780.0,0.0,390.0,390.0,0.0,780.0,0.0,0.0,1
20000.0,0,49,0.0,0.0,0.0,-2.0,-2.0,-2.0,16787.0,18464.0,0.0,0.0,0.0,0.0,2074.0,0.0,0.0,0.0,0.0,0.0,0
110000.0,1,29,0.0,0.0,0.0,0.0,0.0,0.0,50268.0,24243.0,25349.0,26265.0,27045.0,27572.0,1400.0,1500.0,1400.0,1100.0,1000.0,1000.0,0
20000.0,0,23,2.0,2.0,2.0,2.0,3.0,2.0,15034.0,17676.0,17100.0,19111.0,18525.0,18080.0,3200.0,0.0,2600.0,0.0,0.0,1700.0,1
50000.0,0,43,0.0,0.0,0.0,0.0,0.0,0.0,50785.0,48709.0,50981.0,45793.0,46555.0,38816.0,3000.0,4414.0,1500.0,1042.0,2000.0,0.0,1
150000.0,1,36,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160000.0,1,42,2.0,2.0,-2.0,-2.0,-2.0,-2.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
320000.0,0,31,-1.0,-1.0,0.0,0.0,0.0,0.0,1391.0,48556.0,49210.0,50052.0,53325.0,53765.0,50006.0,3011.0,4000.0,4019.0,5000.0,3065.0,0
210000.0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,36042.0,37141.0,38179.0,39243.0,39740.0,40574.0,2000.0,1936.0,2000.0,1450.0,1472.0,3500.0,0
150000.0,1,36,0.0,0.0,0.0,0.0,0.0,2.0,127204.0,247984.0,125502.0,129589.0,133145.0,139322.0,5900.0,5000.0,6163.0,7200.0,10500.0,4900.0,1
160000.0,1,37,2.0,2.0,0.0,0.0,0.0,2.0,16626.0,16075.0,17490.0,20724.0,23952.0,23859.0,0.0,2000.0,3539.0,3566.0,446.0,3000.0,1
20000.0,1,22,0.0,0.0,0.0,0.0,0.0,0.0,15247.0,16561.0,17280.0,18431.0,18341.0,19569.0,1575.0,1294.0,1596.0,655.0,1669.0,0.0,1
80000.0,1,24,0.0,0.0,0.0,-2.0,-2.0,-2.0,9591.0,1726.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,0,39,2.0,2.0,2.0,2.0,2.0,2.0,31476.0,30676.0,33261.0,32427.0,34579.0,35476.0,0.0,3400.0,0.0,2700.0,1600.0,1500.0,1
30000.0,1,23,0.0,0.0,0.0,0.0,0.0,0.0,26847.0,24815.0,21681.0,22293.0,17155.0,13470.0,2500.0,3500.0,2000.0,3500.0,2000.0,1000.0,0
190000.0,0,34,2.0,0.0,0.0,0.0,2.0,2.0,129801.0,131383.0,134379.0,142323.0,140120.0,150052.0,5000.0,5000.0,10000.0,0.0,12118.0,2769.0,1
50000.0,1,28,1.0,3.0,3.0,2.0,2.0,2.0,40527.0,42066.0,41126.0,40165.0,42683.0,43843.0,2500.0,0.0,0.0,3200.0,2000.0,1700.0,0
200000.0,0,42,0.0,0.0,0.0,0.0,0.0,0.0,38564.0,38246.0,32253.0,30384.0,30900.0,0.0,5000.0,1485.0,1956.0,1500.0,0.0,2102.0,0
120000.0,0,26,0.0,0.0,-1.0,-1.0,-1.0,-1.0,45753.0,53323.0,5257.0,13781.0,8636.0,5698.0,13160.0,5272.0,13832.0,8661.0,5715.0,38852.0,0
360000.0,1,34,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30000.0,1,25,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20000.0,1,58,2.0,2.0,2.0,2.0,0.0,0.0,8287.0,10978.0,11207.0,11227.0,12042.0,12850.0,3000.0,700.0,500.0,1000.0,1000.0,1000.0,1
410000.0,1,46,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
240000.0,1,29,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1530.0,696.0,696.0,18334.0,27638.0,696.0,700.0,696.0,18334.0,10000.0,696.0,696.0,0
200000.0,1,42,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1830.0,0.0,0.0,0.0,0.0,1830.0,0.0,0.0,1
30000.0,1,24,0.0,0.0,0.0,0.0,2.0,2.0,20367.0,21882.0,22929.0,25433.0,26228.0,25679.0,2000.0,1696.0,3200.0,1500.0,0.0,4306.0,0
190000.0,1,39,0.0,0.0,0.0,0.0,2.0,0.0,70396.0,65185.0,53691.0,56997.0,55956.0,58020.0,5000.0,2000.0,4200.0,0.0,3000.0,9000.0,1
20000.0,0,32,1.0,2.0,2.0,2.0,2.0,0.0,17913.0,17328.0,20353.0,19966.0,19056.0,19445.0,0.0,3309.0,381.0,0.0,389.0,890.0,1
210000.0,1,26,0.0,0.0,0.0,0.0,0.0,0.0,207033.0,202432.0,142119.0,99699.0,17718.0,150758.0,9000.0,5500.0,3600.0,1000.0,135000.0,5314.0,0
180000.0,0,31,0.0,0.0,-1.0,-1.0,-1.0,-1.0,6221.0,3571.0,4333.0,3334.0,3334.0,3334.0,1000.0,4337.0,3334.0,3334.0,3334.0,3334.0,1
90000.0,0,27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1040.0,3953.0,6986.0,868.0,350.0,874.0,3963.0,6986.0,868.0,350.0,874.0,548.0,1
70000.0,0,27,0.0,0.0,0.0,0.0,0.0,0.0,17058.0,59481.0,50890.0,50981.0,54122.0,58227.0,52896.0,2047.0,1861.0,4000.0,5000.0,3044.0,0
200000.0,1,70,-1.0,-1.0,-1.0,0.0,0.0,-2.0,7109.0,9999.0,5300.0,5300.0,0.0,0.0,10025.0,5300.0,0.0,0.0,0.0,0.0,0
120000.0,1,37,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,18486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
300000.0,1,31,-1.0,0.0,0.0,0.0,0.0,0.0,10817.0,8785.0,10282.0,11797.0,15571.0,17303.0,2000.0,2000.0,2000.0,4000.0,2000.0,3000.0,0
80000.0,1,24,0.0,0.0,0.0,0.0,-1.0,-1.0,41444.0,14262.0,14631.0,8592.0,1425.0,88516.0,1306.0,1500.0,1500.0,1425.0,88516.0,3300.0,0
40000.0,1,26,0.0,0.0,0.0,0.0,-1.0,-1.0,6223.0,7944.0,8961.0,3090.0,390.0,795.0,2000.0,1196.0,1000.0,1950.0,795.0,1170.0,1
110000.0,1,31,2.0,2.0,2.0,2.0,2.0,2.0,91773.0,93892.0,94652.0,97097.0,98097.0,100361.0,4550.0,3150.0,4900.0,3500.0,4000.0,3900.0,1
200000.0,1,33,0.0,0.0,0.0,0.0,0.0,0.0,184676.0,178491.0,169860.0,165713.0,168199.0,160769.0,7900.0,6112.0,6000.0,6000.0,5838.0,5900.0,0
350000.0,1,28,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
320000.0,0,32,-1.0,2.0,-1.0,-1.0,-2.0,-2.0,752.0,169.0,1940.0,0.0,0.0,0.0,0.0,1948.0,0.0,0.0,0.0,0.0,1
150000.0,1,46,0.0,0.0,0.0,0.0,0.0,0.0,21787.0,22817.0,24134.0,24635.0,29032.0,29766.0,1382.0,1699.0,1200.0,5000.0,1214.0,1500.0,0
290000.0,1,33,1.0,2.0,-1.0,-1.0,-1.0,-1.0,7064.0,1875.0,1814.0,8537.0,25576.0,13475.0,0.0,1814.0,8537.0,25576.0,13475.0,6000.0,0
500000.0,1,34,-2.0,-2.0,-1.0,2.0,2.0,-2.0,0.0,0.0,3500.0,3500.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,1
140000.0,1,37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,326.0,326.0,326.0,1516.0,326.0,1439.0,326.0,326.0,1516.0,326.0,1439.0,326.0,1
20000.0,0,56,1.0,2.0,2.0,2.0,2.0,0.0,9453.0,10143.0,10730.0,12241.0,11748.0,12456.0,1000.0,900.0,2000.0,0.0,900.0,3200.0,1
30000.0,0,45,3.0,2.0,2.0,2.0,0.0,0.0,12751.0,12256.0,15002.0,13914.0,11093.0,9508.0,0.0,2955.0,0.0,436.0,423.0,341.0,1
30000.0,1,53,0.0,0.0,2.0,0.0,0.0,2.0,12466.0,15333.0,14802.0,15523.0,18470.0,18834.0,3086.0,0.0,1276.0,3223.0,805.0,0.0,1
20000.0,1,25,2.0,2.0,2.0,2.0,2.0,2.0,9317.0,18576.0,18219.0,17095.0,19748.0,18722.0,10000.0,800.0,0.0,3500.0,0.0,1000.0,1
360000.0,0,57,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20000.0,0,35,1.0,2.0,2.0,0.0,0.0,0.0,19755.0,19661.0,20018.0,20427.0,19377.0,19386.0,1000.0,1000.0,1000.0,1500.0,900.0,1000.0,1
400000.0,1,36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14421.0,8392.0,13025.0,2816.0,6856.0,11069.0,8911.0,13025.0,2816.0,6856.0,11069.0,6823.0,0
500000.0,0,55,0.0,-1.0,0.0,0.0,0.0,0.0,16593.0,226145.0,216931.0,207423.0,197914.0,188329.0,226145.0,7815.0,7372.0,7113.0,6967.0,6261.0,0
20000.0,1,24,2.0,3.0,2.0,2.0,2.0,2.0,12764.0,12267.0,13266.0,12756.0,13801.0,13439.0,0.0,1500.0,0.0,1259.0,0.0,1200.0,1
180000.0,0,36,2.0,2.0,2.0,2.0,2.0,2.0,114140.0,115764.0,117426.0,119000.0,120528.0,123451.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,1
260000.0,0,39,2.0,0.0,0.0,2.0,0.0,0.0,110529.0,113505.0,114531.0,111037.0,95454.0,96370.0,7010.0,7004.0,15.0,3000.0,3000.0,3000.0,1
30000.0,0,36,2.0,2.0,0.0,0.0,0.0,0.0,30573.0,28473.0,29083.0,28313.0,28932.0,29565.0,0.0,2000.0,940.0,1000.0,1106.0,0.0,0
50000.0,1,60,2.0,2.0,2.0,0.0,0.0,0.0,46554.0,50774.0,49551.0,22673.0,17147.0,17505.0,5000.0,0.0,2300.0,1000.0,635.0,580.0,1
180000.0,1,30,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,0,51,0.0,0.0,0.0,2.0,2.0,0.0,15096.0,16541.0,18356.0,18181.0,18285.0,10220.0,2000.0,2400.0,420.0,600.0,600.0,500.0,1
100000.0,1,35,1.0,-2.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,249.0,317.0,0.0,0.0,0.0,249.0,317.0,0.0,0
50000.0,0,56,0.0,0.0,0.0,0.0,0.0,0.0,48895.0,49455.0,49245.0,48657.0,20050.0,17376.0,1775.0,2070.0,1232.0,625.0,585.0,560.0,0
450000.0,1,36,1.0,-1.0,-1.0,-2.0,-2.0,-2.0,0.0,2500.0,2500.0,0.0,0.0,0.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0
100000.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,9125.0,10664.0,12183.0,13670.0,15129.0,15732.0,2000.0,2000.0,2000.0,2000.0,1000.0,2000.0,1
50000.0,1,55,0.0,0.0,0.0,2.0,2.0,0.0,21371.0,22389.0,25327.0,25668.0,24959.0,25506.0,1376.0,3314.0,1050.0,0.0,1100.0,950.0,0
90000.0,1,25,0.0,0.0,0.0,-1.0,-1.0,2.0,88822.0,76400.0,0.0,2757.0,3060.0,2864.0,1588.0,0.0,2757.0,500.0,0.0,475.0,1
30000.0,1,27,0.0,0.0,0.0,0.0,0.0,2.0,20234.0,20476.0,21991.0,22544.0,24061.0,23428.0,2000.0,3000.0,2000.0,2000.0,1000.0,0.0,1
200000.0,1,51,0.0,0.0,0.0,0.0,0.0,2.0,128208.0,131152.0,133976.0,136646.0,145147.0,142651.0,5000.0,5000.0,4888.0,10700.0,0.0,10100.0,1
50000.0,1,44,-1.0,-1.0,-1.0,-1.0,0.0,0.0,390.0,390.0,390.0,18015.0,17150.0,17102.0,390.0,390.0,18015.0,400.0,342.0,3334.0,0
50000.0,1,31,0.0,0.0,0.0,0.0,0.0,0.0,50734.0,43406.0,44333.0,44577.0,44501.0,11614.0,1700.0,2016.0,1600.0,2100.0,1000.0,47000.0,0
20000.0,0,43,0.0,0.0,0.0,0.0,0.0,0.0,15921.0,16930.0,17954.0,18966.0,19404.0,19962.0,1280.0,1304.0,1316.0,754.0,931.0,463.0,1
180000.0,1,27,0.0,0.0,0.0,0.0,-1.0,-1.0,16996.0,9049.0,9744.0,8907.0,557.0,0.0,1249.0,1144.0,1907.0,557.0,0.0,0.0,0
80000.0,0,39,0.0,0.0,0.0,0.0,0.0,0.0,55084.0,51265.0,47950.0,48869.0,49445.0,49979.0,3012.0,2100.0,2001.0,2001.0,2000.0,1782.0,0
200000.0,1,31,0.0,0.0,0.0,0.0,0.0,0.0,90708.0,58787.0,104382.0,91888.0,88267.0,85471.0,2768.0,48617.0,3243.0,3000.0,3233.0,3000.0,0
140000.0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,142044.0,142087.0,255846.0,140057.0,100177.0,100873.0,6100.0,5528.0,4500.0,3500.0,4000.0,4000.0,1
20000.0,1,25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3454.0,6875.0,13936.0,2816.0,7419.0,165.0,6885.0,14523.0,2816.0,7419.0,0.0,16963.0,1
210000.0,1,35,2.0,2.0,2.0,0.0,0.0,2.0,61189.0,62721.0,61115.0,62334.0,66196.0,64979.0,3100.0,0.0,2235.0,4870.0,0.0,2563.0,1
450000.0,0,67,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
360000.0,0,35,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-9.0,-9.0,-9.0,-9.0,1943.0,2500.0,0.0,0.0,0.0,1952.0,2500.0,0.0,1
210000.0,1,30,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30000.0,0,38,1.0,2.0,0.0,0.0,0.0,2.0,24305.0,23621.0,24346.0,25359.0,26987.0,26416.0,0.0,1410.0,1423.0,2051.0,0.0,2000.0,1
160000.0,1,40,0.0,0.0,0.0,0.0,0.0,0.0,147977.0,149890.0,124283.0,123733.0,123275.0,122624.0,6000.0,4370.0,4400.0,4470.0,4420.0,6350.0,0
50000.0,0,47,2.0,0.0,0.0,0.0,0.0,0.0,10492.0,11913.0,13012.0,13789.0,14560.0,15025.0,1600.0,1600.0,1300.0,1000.0,700.0,600.0,1
90000.0,1,30,2.0,0.0,0.0,0.0,0.0,2.0,75620.0,75382.0,73980.0,75036.0,77094.0,75708.0,3300.0,3350.0,3300.0,5500.0,1600.0,3950.0,1
260000.0,1,25,0.0,0.0,0.0,0.0,-1.0,0.0,16373.0,15249.0,15018.0,15520.0,3491.0,5651.0,5006.0,5000.0,5000.0,3491.0,3000.0,2000.0,1
220000.0,1,35,0.0,0.0,0.0,0.0,0.0,0.0,11636.0,11004.0,8392.0,10887.0,16542.0,10164.0,3004.0,3392.0,4000.0,6542.0,5000.0,3909.0,0
190000.0,0,50,1.0,2.0,2.0,2.0,2.0,2.0,19871.0,19259.0,21734.0,21087.0,22732.0,22228.0,0.0,3100.0,0.0,2000.0,0.0,1900.0,1
140000.0,1,42,2.0,2.0,2.0,0.0,0.0,0.0,141321.0,141836.0,139070.0,134168.0,135678.0,136494.0,4300.0,1003.0,4854.0,5500.0,5200.0,5100.0,1
20000.0,1,22,0.0,0.0,0.0,0.0,0.0,-1.0,38391.0,20305.0,7992.0,13524.0,19320.0,8430.0,2608.0,2000.0,11200.0,9386.0,14500.0,10800.0,1
380000.0,1,35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,472.0,14985.0,10472.0,39993.0,25356.0,39772.0,14985.0,10472.0,39993.0,25356.0,39772.0,54002.0,0
90000.0,0,29,-1.0,-1.0,-1.0,0.0,0.0,-1.0,500.0,715.0,26854.0,28146.0,0.0,2000.0,715.0,26854.0,3000.0,0.0,2000.0,0.0,0
150000.0,1,26,0.0,0.0,0.0,0.0,0.0,0.0,127487.0,120586.0,118785.0,117406.0,106323.0,102179.0,6000.0,4500.0,5400.0,3900.0,4500.0,4000.0,0
140000.0,0,48,-1.0,-1.0,2.0,0.0,0.0,-2.0,1600.0,5012.0,4739.0,4739.0,0.0,0.0,5012.0,0.0,0.0,0.0,0.0,2770.0,1
110000.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,93357.0,94938.0,79368.0,74778.0,75996.0,77423.0,4100.0,2612.0,2666.0,2700.0,2659.0,2694.0,0
30000.0,1,21,2.0,0.0,0.0,2.0,-1.0,-1.0,23243.0,24394.0,25693.0,25760.0,165.0,0.0,1704.0,2168.0,1000.0,165.0,0.0,0.0,1
190000.0,1,28,0.0,0.0,0.0,0.0,0.0,0.0,4639.0,4718.0,5610.0,7300.0,4694.0,2250.0,1100.0,1610.0,2310.0,2000.0,1000.0,300.0,0
150000.0,1,25,2.0,2.0,2.0,2.0,2.0,2.0,114074.0,116313.0,118700.0,115328.0,121084.0,123473.0,5600.0,5700.0,0.0,9200.0,4500.0,0.0,1
160000.0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,56099.0,41085.0,35673.0,28880.0,27678.0,25518.0,3000.0,3030.0,2000.0,5000.0,4000.0,3018.0,0
180000.0,0,40,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
90000.0,1,33,0.0,0.0,0.0,0.0,0.0,-2.0,3817.0,8545.0,8961.0,11676.0,1189.0,0.0,5000.0,1285.0,3000.0,1189.0,0.0,8832.0,0
250000.0,1,53,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-13.0,3823.0,839.0,0.0,1762.0,0.0,3836.0,839.0,0.0,1762.0,0.0,0.0,0
200000.0,0,32,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,1125.0,2182.0,0.0,0.0,0.0,0.0,2182.0,0.0,0.0,0.0,0.0,0.0,1
100000.0,1,32,0.0,0.0,2.0,2.0,2.0,2.0,32200.0,37211.0,36338.0,37698.0,38074.0,40295.0,5884.0,0.0,2270.0,1300.0,3000.0,1700.0,0
360000.0,1,47,2.0,2.0,-2.0,-2.0,-2.0,-2.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
70000.0,1,23,2.0,0.0,0.0,0.0,2.0,0.0,69074.0,70811.0,67397.0,50126.0,47604.0,43429.0,2875.0,2327.0,3533.0,0.0,1367.0,1322.0,1
50000.0,0,37,2.0,2.0,2.0,2.0,0.0,0.0,72034.0,75711.0,75322.0,71640.0,71114.0,67519.0,7300.0,3200.0,0.0,3000.0,5400.0,5000.0,1
230000.0,0,30,-1.0,0.0,-1.0,0.0,0.0,0.0,9125.0,7795.0,191795.0,192255.0,187755.0,187740.0,4000.0,191795.0,10000.0,8000.0,8000.0,8000.0,0
430000.0,1,29,2.0,0.0,0.0,0.0,0.0,0.0,75249.0,77754.0,79822.0,81859.0,83844.0,86082.0,3754.0,3322.0,3359.0,3344.0,3582.0,3623.0,1
220000.0,0,30,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2895.0,-1.0,-1.0,300.0,90.0,2194.0,0.0,0.0,301.0,90.0,2204.0,547.0,0
220000.0,1,36,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,2978.0,125.0,15064.0,101.0,1011.0,1411.0,125.0,15064.0,101.0,1011.0,1906.0,486.0,0
400000.0,1,27,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5457.0,4438.0,5048.0,7013.0,52189.0,16153.0,4460.0,5072.0,7048.0,52317.0,16232.0,4516.0,1
30000.0,1,22,0.0,0.0,0.0,0.0,0.0,2.0,23185.0,24194.0,25529.0,26563.0,28120.0,28558.0,1400.0,1730.0,1760.0,2310.0,1033.0,0.0,0
40000.0,0,43,0.0,0.0,0.0,0.0,0.0,0.0,41094.0,36554.0,37568.0,38314.0,39141.0,40231.0,1611.0,1625.0,1371.0,1444.0,1765.0,1283.0,1
210000.0,0,75,0.0,0.0,0.0,0.0,0.0,0.0,205601.0,203957.0,199882.0,203776.0,205901.0,210006.0,9700.0,8810.0,9000.0,7300.0,7500.0,7600.0,0
